64;80;40;4;2;1;3;1;1;0.151263;0.129571
64;80;40;4;2;1;2;1;1;0.166803;0.167605
64;80;40;4;2;1;1;1;1;0.249240;0.252579
64;80;40;4;2;0;3;1;1;0.216473;0.212572
64;80;40;4;2;0;2;1;1;0.073409;0.074362
64;80;40;4;2;0;1;1;1;0.246198;0.245773
64;80;40;4;4;1;3;1;1;0.178061;0.203660
64;80;40;4;4;1;2;1;1;0.225961;0.237939
64;80;40;4;4;1;1;1;1;0.239743;0.238996
64;80;40;4;4;0;3;1;1;0.048796;0.043987
64;80;40;4;4;0;2;1;1;0.036731;0.032437
64;80;40;4;4;0;1;1;1;0.188514;0.202624
64;80;40;4;8;1;3;1;1;0.195735;0.220697
64;80;40;4;8;1;2;1;1;0.235660;0.235444
64;80;40;4;8;1;1;1;1;0.242670;0.238874
64;80;40;4;8;0;3;1;1;0.185129;0.185243
64;80;40;4;8;0;2;1;1;0.129763;0.114799
64;80;40;4;8;0;1;1;1;0.201333;0.211378
64;80;40;4;0;1;3;1;1;0.178875;0.143560
64;80;40;4;0;1;2;1;1;0.240126;0.241948
64;80;40;4;0;1;1;1;1;0.242228;0.242017
64;80;40;4;0;0;3;1;1;0.183618;0.185364
64;80;40;4;0;0;2;1;1;0.161348;0.183088
64;80;40;4;0;0;1;1;1;0.161390;0.173413
64;80;40;8;2;1;3;1;1;0.138818;0.127810
64;80;40;8;2;1;2;1;1;0.191219;0.183156
64;80;40;8;2;1;1;1;1;0.243709;0.243060
64;80;40;8;2;0;3;1;1;0.172930;0.174108
64;80;40;8;2;0;2;1;1;0.096177;0.088945
64;80;40;8;2;0;1;1;1;0.256929;0.256603
64;80;40;8;4;1;3;1;1;0.232716;0.232148
64;80;40;8;4;1;2;1;1;0.218767;0.229400
64;80;40;8;4;1;1;1;1;0.262381;0.263001
64;80;40;8;4;0;3;1;1;0.054323;0.054013
64;80;40;8;4;0;2;1;1;0.051312;0.047371
64;80;40;8;4;0;1;1;1;0.186936;0.185604
64;80;40;8;8;1;3;1;1;0.217699;0.232184
64;80;40;8;8;1;2;1;1;0.239367;0.239525
64;80;40;8;8;1;1;1;1;0.250083;0.254089
64;80;40;8;8;0;3;1;1;0.163059;0.158994
64;80;40;8;8;0;2;1;1;0.227260;0.231851
64;80;40;8;8;0;1;1;1;0.209674;0.222036
64;80;40;8;0;1;3;1;1;0.219587;0.235308
64;80;40;8;0;1;2;1;1;0.241359;0.241711
64;80;40;8;0;1;1;1;1;0.239955;0.236176
64;80;40;8;0;0;3;1;1;0.216822;0.232372
64;80;40;8;0;0;2;1;1;0.215466;0.221934
64;80;40;8;0;0;1;1;1;0.197024;0.221337
128;80;40;4;2;1;3;1;1;0.143252;0.124489
128;80;40;4;2;1;2;1;1;0.162276;0.163419
128;80;40;4;2;1;1;1;1;0.234540;0.240874
128;80;40;4;2;0;3;1;1;0.157700;0.144016
128;80;40;4;2;0;2;1;1;0.079376;0.075849
128;80;40;4;2;0;1;1;1;0.252340;0.251998
128;80;40;4;4;1;3;1;1;0.200338;0.235136
128;80;40;4;4;1;2;1;1;0.219883;0.232884
128;80;40;4;4;1;1;1;1;0.225824;0.232488
128;80;40;4;4;0;3;1;1;0.040547;0.037996
128;80;40;4;4;0;2;1;1;0.048543;0.042159
128;80;40;4;4;0;1;1;1;0.193095;0.190006
128;80;40;4;8;1;3;1;1;0.229148;0.226840
128;80;40;4;8;1;2;1;1;0.232243;0.237119
128;80;40;4;8;1;1;1;1;0.232774;0.224880
128;80;40;4;8;0;3;1;1;0.196943;0.208310
128;80;40;4;8;0;2;1;1;0.085353;0.080878
128;80;40;4;8;0;1;1;1;0.183124;0.165325
128;80;40;4;0;1;3;1;1;0.228687;0.233969
128;80;40;4;0;1;2;1;1;0.237941;0.234621
128;80;40;4;0;1;1;1;1;0.230571;0.234926
128;80;40;4;0;0;3;1;1;0.205960;0.211055
128;80;40;4;0;0;2;1;1;0.134134;0.146481
128;80;40;4;0;0;1;1;1;0.207703;0.219942
128;80;40;8;2;1;3;1;1;0.187332;0.202130
128;80;40;8;2;1;2;1;1;0.139358;0.136023
128;80;40;8;2;1;1;1;1;0.233434;0.233842
128;80;40;8;2;0;3;1;1;0.155020;0.140617
128;80;40;8;2;0;2;1;1;0.102225;0.105520
128;80;40;8;2;0;1;1;1;0.248313;0.248113
128;80;40;8;4;1;3;1;1;0.205960;0.233987
128;80;40;8;4;1;2;1;1;0.173590;0.142632
128;80;40;8;4;1;1;1;1;0.256008;0.256447
128;80;40;8;4;0;3;1;1;0.052977;0.048533
128;80;40;8;4;0;2;1;1;0.047978;0.043216
128;80;40;8;4;0;1;1;1;0.191405;0.196010
128;80;40;8;8;1;3;1;1;0.216518;0.235560
128;80;40;8;8;1;2;1;1;0.224038;0.216563
128;80;40;8;8;1;1;1;1;0.234714;0.232012
128;80;40;8;8;0;3;1;1;0.133576;0.130056
128;80;40;8;8;0;2;1;1;0.201833;0.204106
128;80;40;8;8;0;1;1;1;0.190441;0.174877
128;80;40;8;0;1;3;1;1;0.208736;0.235195
128;80;40;8;0;1;2;1;1;0.227264;0.218859
128;80;40;8;0;1;1;1;1;0.230885;0.223885
128;80;40;8;0;0;3;1;1;0.219553;0.218164
128;80;40;8;0;0;2;1;1;0.154570;0.157036
128;80;40;8;0;0;1;1;1;0.210386;0.221729
64;80;40;4;2;1;3;1;2;0.225278;0.227828
64;80;40;4;2;1;2;1;2;0.157107;0.148992
64;80;40;4;2;1;1;1;2;0.241786;0.239313
64;80;40;4;2;0;3;1;2;0.167587;0.163152
64;80;40;4;2;0;2;1;2;0.073591;0.074562
64;80;40;4;2;0;1;1;2;0.243228;0.244186
